t,x,y,yaw,u,tl,tr,delta,wp,err,r,moment
112.3,-3.789,10.991,-1.150,0.687,-0.0,20.6,-0.305,3,0.027,-0.123,20.1
112.6,-3.693,10.805,-1.172,0.707,-0.0,15.6,-0.305,3,0.039,-0.041,11.5
112.9,-3.602,10.608,-1.163,0.733,9.2,-0.0,0.305,3,0.020,0.075,-6.7
113.2,-3.512,10.402,-1.128,0.756,3.5,-0.0,0.305,3,-0.024,0.136,-21.4
113.5,-3.420,10.191,-1.083,0.775,0.0,-0.0,0.305,3,-0.079,0.156,-32.6
113.8,-3.322,9.977,-1.037,0.783,0.0,-0.0,0.305,3,-0.135,0.149,-40.5
114.1,-3.219,9.765,-1.001,0.777,0.0,-0.0,0.305,3,-0.182,0.103,-41.7
114.4,-3.111,9.560,-0.988,0.767,0.8,-0.0,0.305,3,-0.207,-0.000,-32.1
114.7,-2.995,9.365,-1.001,0.749,5.3,-0.0,0.305,3,-0.207,-0.070,-22.9
115.0,-2.876,9.178,-1.028,0.729,10.2,-0.0,0.305,3,-0.193,-0.101,-16.8
115.3,-2.758,8.998,-1.060,0.709,15.2,-0.0,0.305,3,-0.174,-0.107,-13.0
115.6,-2.643,8.822,-1.092,0.691,19.7,-0.0,0.305,3,-0.155,-0.107,-10.1
115.9,-2.533,8.647,-1.125,0.682,16.5,5.4,0.305,3,-0.135,-0.111,-6.5
116.2,-2.427,8.470,-1.160,0.684,10.8,10.8,0.265,3,-0.112,-0.119,-1.8
116.5,-2.325,8.288,-1.198,0.695,7.4,11.3,-0.305,3,-0.086,-0.131,3.7
116.8,-2.227,8.098,-1.240,0.715,-0.0,13.8,-0.305,3,-0.056,-0.142,9.8
117.1,-2.134,7.897,-1.281,0.743,-0.0,6.6,-0.305,3,-0.025,-0.135,13.7
117.4,-2.047,7.686,-1.315,0.764,-0.0,1.4,-0.305,3,-0.002,-0.099,12.6
117.7,-1.968,7.466,-1.326,0.785,0.0,-0.0,0.187,3,-0.001,0.012,-1.7
118.0,-1.899,7.239,-1.304,0.793,0.0,-0.0,0.305,3,-0.030,0.103,-18.2
118.3,-1.835,7.011,-1.268,0.786,0.0,-0.0,0.305,3,-0.074,0.127,-28.1
118.6,-1.774,6.786,-1.231,0.767,0.9,-0.0,0.305,3,-0.119,0.119,-33.9
118.9,-1.709,6.568,-1.211,0.750,5.1,-0.0,0.305,3,-0.147,0.028,-26.4
119.2,-1.637,6.358,-1.219,0.732,9.4,-0.0,0.305,3,-0.147,-0.057,-15.4
119.5,-1.561,6.155,-1.243,0.713,14.1,-0.0,0.305,3,-0.132,-0.092,-8.5
119.8,-1.484,5.958,-1.273,0.696,11.3,7.1,0.305,3,-0.112,-0.104,-3.8
120.1,-1.410,5.764,-1.306,0.687,10.4,10.4,-0.126,3,-0.088,-0.112,0.9
120.4,-1.339,5.570,-1.341,0.687,5.4,15.3,-0.305,3,-0.062,-0.120,6.0
120.7,-1.273,5.372,-1.379,0.695,-0.0,18.7,-0.305,3,-0.032,-0.129,11.8
121.0,-1.213,5.170,-1.417,0.698,-0.0,18.0,-0.305,3,-0.001,-0.126,16.2
121.3,-1.160,4.962,-1.442,0.721,-0.0,12.2,-0.305,3,0.018,-0.046,8.8
121.6,-1.119,4.745,-1.434,0.747,5.8,-0.0,0.305,3,0.004,0.071,-8.6
121.9,-1.084,4.520,-1.400,0.765,1.3,-0.0,0.305,3,-0.034,0.135,-23.0
122.2,-1.049,4.291,-1.355,0.779,0.0,-0.0,0.305,3,-0.084,0.155,-33.1
122.5,-1.011,4.059,-1.310,0.780,0.0,-0.0,0.305,3,-0.133,0.146,-39.7
122.8,-0.969,3.830,-1.274,0.768,0.6,-0.0,0.305,3,-0.175,0.108,-41.2
123.1,-0.920,3.606,-1.258,0.754,0.0,-0.0,0.305,3,-0.196,0.006,-31.2
123.4,-0.861,3.391,-1.271,0.736,0.0,-0.0,0.305,3,-0.191,-0.067,-21.0
123.7,-0.797,3.183,-1.297,0.717,0.0,-0.0,0.305,3,-0.173,-0.098,-14.1
124.0,-0.733,2.981,-1.328,0.699,0.0,-0.0,0.305,3,-0.150,-0.106,-9.5
124.3,-0.670,2.783,-1.360,0.680,0.0,-0.0,0.305,3,-0.126,-0.104,-6.1
124.6,-0.611,2.591,-1.390,0.661,0.0,-0.0,0.305,3,-0.104,-0.098,-3.4
124.9,-0.557,2.402,-1.418,0.643,0.0,0.0,0.141,3,-0.082,-0.092,-0.9
125.2,-0.508,2.217,-1.444,0.625,0.0,0.0,-0.277,3,-0.062,-0.086,1.6
125.5,-0.464,2.036,-1.470,0.608,-0.0,0.0,-0.305,3,-0.043,-0.082,4.1
