t,x,y,yaw,u,tl,tr,delta,wp,err,r,moment
175.3,-1.753,31.977,-2.768,0.800,-0.0,0.0,-0.305,3,1.301,0.044,115.3
175.6,-1.982,31.898,-2.755,0.811,-0.0,0.0,-0.305,3,1.302,0.041,115.9
175.9,-2.210,31.817,-2.744,0.805,-0.0,0.0,-0.305,3,1.304,0.037,117.1
176.2,-2.434,31.735,-2.734,0.785,-0.0,0.0,-0.305,3,1.307,0.032,118.6
176.5,-2.651,31.653,-2.724,0.765,-0.0,0.8,-0.305,3,1.310,0.030,119.4
176.8,-2.863,31.570,-2.716,0.746,-0.0,3.9,-0.305,3,1.314,0.029,120.0
177.1,-3.068,31.488,-2.707,0.728,-0.0,6.9,-0.305,3,1.317,0.028,120.6
177.4,-3.267,31.407,-2.699,0.711,-0.0,9.8,-0.305,3,1.320,0.027,121.2
177.7,-3.461,31.325,-2.691,0.696,-0.0,12.2,-0.305,3,1.324,0.026,121.5
178.0,-3.653,31.242,-2.683,0.692,-0.0,12.9,-0.305,3,1.326,0.028,121.3
178.3,-3.843,31.158,-2.674,0.697,-0.0,12.1,-0.305,3,1.328,0.031,120.9
178.6,-4.036,31.070,-2.664,0.710,-0.0,10.0,-0.305,3,1.329,0.034,120.3
178.9,-4.232,30.978,-2.653,0.729,-0.0,6.8,-0.305,3,1.329,0.037,119.6
179.2,-4.432,30.882,-2.642,0.749,-0.0,3.4,-0.305,3,1.329,0.039,119.1
179.5,-4.637,30.781,-2.630,0.767,-0.0,0.6,-0.305,3,1.329,0.039,119.0
179.8,-4.844,30.676,-2.619,0.777,-0.0,0.0,-0.305,3,1.328,0.038,119.2
180.1,-5.051,30.568,-2.608,0.777,-0.0,0.0,-0.305,3,1.329,0.036,119.7
180.4,-5.256,30.459,-2.597,0.769,-0.0,0.1,-0.305,3,1.330,0.033,120.5
180.7,-5.456,30.350,-2.588,0.752,-0.0,3.0,-0.305,3,1.331,0.030,121.4
181.0,-5.651,30.241,-2.579,0.733,-0.0,6.1,-0.305,3,1.333,0.028,122.0
181.3,-5.839,30.134,-2.571,0.716,-0.0,9.0,-0.305,3,1.335,0.027,122.5
181.6,-6.023,30.028,-2.563,0.699,-0.0,11.7,-0.305,3,1.337,0.026,122.8
181.9,-6.202,29.921,-2.555,0.692,-0.0,12.9,-0.305,3,1.338,0.028,122.6
182.2,-6.380,29.813,-2.546,0.694,-0.0,12.6,-0.305,3,1.338,0.030,122.1
182.5,-6.559,29.702,-2.537,0.705,-0.0,10.8,-0.305,3,1.338,0.033,121.4
182.8,-6.740,29.587,-2.526,0.723,-0.0,7.8,-0.305,3,1.337,0.036,120.5
183.1,-6.925,29.467,-2.515,0.744,-0.0,4.4,-0.305,3,1.335,0.038,119.8
183.4,-7.114,29.342,-2.503,0.762,-0.0,1.2,-0.305,3,1.333,0.039,119.4
183.7,-7.305,29.212,-2.491,0.775,-0.0,0.0,-0.305,3,1.331,0.039,119.3
184.0,-7.497,29.079,-2.480,0.778,-0.0,0.0,-0.305,3,1.329,0.037,119.6
184.3,-7.687,28.944,-2.470,0.771,-0.0,0.0,-0.305,3,1.328,0.034,120.2
184.6,-7.872,28.810,-2.460,0.756,-0.0,2.4,-0.305,3,1.328,0.031,120.9
184.9,-8.052,28.677,-2.451,0.737,-0.0,5.4,-0.305,3,1.328,0.028,121.4
185.2,-8.227,28.546,-2.443,0.719,-0.0,8.4,-0.305,3,1.328,0.027,121.7
185.5,-8.396,28.416,-2.435,0.702,-0.0,11.2,-0.305,3,1.328,0.026,122.0
185.8,-8.561,28.288,-2.427,0.693,-0.0,12.7,-0.305,3,1.328,0.027,121.7
186.1,-8.723,28.158,-2.418,0.693,-0.0,12.8,-0.305,3,1.327,0.029,121.1
186.4,-8.886,28.026,-2.409,0.700,-0.0,11.6,-0.305,3,1.325,0.032,120.3
186.7,-9.050,27.890,-2.399,0.717,-0.0,8.8,-0.305,3,1.322,0.035,119.3
187.0,-9.217,27.749,-2.388,0.737,-0.0,5.4,-0.305,3,1.319,0.038,118.4
187.3,-9.387,27.602,-2.376,0.757,-0.0,2.2,-0.305,3,1.315,0.039,117.7
187.6,-9.559,27.449,-2.365,0.772,-0.0,0.0,-0.305,3,1.311,0.039,117.3
187.9,-9.732,27.293,-2.353,0.778,-0.0,0.0,-0.305,3,1.307,0.038,117.3
188.2,-9.904,27.135,-2.342,0.775,-0.0,0.0,-0.305,3,1.304,0.035,117.7
188.5,-10.071,26.977,-2.333,0.761,-0.0,1.4,-0.305,3,1.302,0.032,118.2
188.8,-10.234,26.822,-2.324,0.742,-0.0,4.6,-0.305,3,1.300,0.029,118.7
189.1,-10.392,26.668,-2.315,0.724,-0.0,7.6,-0.305,3,1.298,0.027,118.8
189.4,-10.544,26.517,-2.307,0.707,-0.0,10.4,-0.305,3,1.297,0.026,118.9
189.7,-10.692,26.368,-2.299,0.695,-0.0,12.4,-0.305,3,1.295,0.027,118.7
190.0,-10.837,26.218,-2.291,0.692,-0.0,12.8,-0.305,3,1.293,0.029,118.0
190.3,-10.981,26.067,-2.282,0.699,-0.0,11.8,-0.305,3,1.290,0.032,117.0
190.6,-11.126,25.912,-2.271,0.713,-0.0,9.4,-0.305,3,1.286,0.034,116.0
190.9,-11.272,25.752,-2.261,0.727,-0.0,7.1,-0.305,3,1.281,0.036,115.3
191.2,-11.419,25.588,-2.250,0.740,-0.0,4.9,-0.305,3,1.276,0.037,114.6
191.5,-11.568,25.418,-2.239,0.757,-0.0,2.2,-0.305,3,1.271,0.038,113.7
191.8,-11.717,25.245,-2.228,0.766,-0.0,0.7,-0.305,3,1.266,0.037,113.4
192.1,-11.866,25.069,-2.217,0.768,-0.0,0.4,-0.305,3,1.261,0.036,113.2
192.4,-12.012,24.891,-2.206,0.764,-0.0,1.0,-0.305,3,1.256,0.034,113.3
192.7,-12.155,24.714,-2.197,0.751,-0.0,3.1,-0.305,3,1.252,0.031,113.5
193.0,-12.293,24.540,-2.188,0.735,-0.0,5.8,-0.305,3,1.249,0.029,113.7
193.3,-12.427,24.368,-2.179,0.718,-0.0,8.5,-0.305,3,1.246,0.027,113.7
193.6,-12.557,24.199,-2.171,0.704,-0.0,10.8,-0.305,3,1.242,0.027,113.5
193.9,-12.683,24.030,-2.163,0.697,-0.0,12.0,-0.305,3,1.239,0.028,112.9
194.2,-12.807,23.861,-2.154,0.699,-0.0,11.8,-0.305,3,1.235,0.030,112.0
194.5,-12.931,23.690,-2.144,0.708,-0.0,10.3,-0.305,3,1.230,0.033,110.9
194.8,-13.055,23.514,-2.134,0.723,-0.0,7.8,-0.305,3,1.224,0.036,109.8
195.1,-13.180,23.333,-2.123,0.741,-0.0,4.8,-0.305,3,1.217,0.038,108.7
195.4,-13.306,23.146,-2.112,0.758,-0.0,2.0,-0.305,3,1.211,0.038,107.8
195.7,-13.432,22.954,-2.100,0.769,-0.0,0.1,-0.305,3,1.204,0.038,107.2
196.0,-13.558,22.759,-2.089,0.773,-0.0,0.0,-0.305,3,1.197,0.036,106.9
196.3,-13.681,22.563,-2.079,0.767,-0.0,0.5,-0.305,3,1.191,0.034,107.0
196.6,-13.801,22.369,-2.069,0.753,-0.0,2.7,-0.305,3,1.186,0.031,107.2
196.9,-13.916,22.178,-2.060,0.735,-0.0,5.7,-0.305,3,1.181,0.028,107.3
197.2,-14.027,21.991,-2.052,0.717,-0.0,8.7,-0.305,3,1.177,0.027,107.2
197.5,-14.134,21.807,-2.044,0.702,-0.0,11.2,-0.305,3,1.173,0.027,106.9
197.8,-14.237,21.625,-2.036,0.694,-0.0,12.6,-0.305,3,1.168,0.028,106.2
198.1,-14.338,21.443,-2.027,0.695,-0.0,12.5,-0.305,3,1.163,0.030,105.2
198.4,-14.438,21.258,-2.018,0.702,-0.0,11.2,-0.305,3,1.157,0.032,104.0
198.7,-14.538,21.069,-2.007,0.719,-0.0,8.4,-0.305,3,1.150,0.036,102.6
199.0,-14.639,20.874,-1.996,0.739,-0.0,5.1,-0.305,3,1.142,0.038,101.3
199.3,-14.740,20.673,-1.985,0.758,-0.0,2.0,-0.305,3,1.134,0.039,100.3
199.6,-14.841,20.466,-1.973,0.772,-0.0,0.0,-0.305,3,1.126,0.039,99.5
199.9,-14.942,20.256,-1.962,0.777,-0.0,0.0,-0.305,3,1.118,0.038,99.0
200.2,-15.040,20.044,-1.950,0.782,-0.0,0.0,-0.305,3,1.110,0.037,98.4
200.5,-15.136,19.832,-1.940,0.768,-0.0,0.4,-0.305,3,1.103,0.032,98.8
200.8,-15.228,19.624,-1.931,0.749,-0.0,3.5,-0.305,3,1.097,0.029,99.0
201.1,-15.315,19.421,-1.923,0.730,-0.0,6.6,-0.305,3,1.091,0.028,98.7
201.4,-15.399,19.221,-1.915,0.713,-0.0,9.5,-0.305,3,1.086,0.027,98.5
201.7,-15.479,19.026,-1.907,0.697,-0.0,12.0,-0.305,3,1.080,0.026,98.1
202.0,-15.556,18.832,-1.898,0.692,-0.0,13.0,-0.305,3,1.075,0.028,97.1
202.3,-15.631,18.638,-1.889,0.695,-0.0,12.4,-0.305,3,1.068,0.031,95.9
202.6,-15.705,18.440,-1.880,0.707,-0.0,10.4,-0.305,3,1.061,0.034,94.5
202.9,-15.779,18.238,-1.869,0.726,-0.0,7.3,-0.305,3,1.052,0.037,92.9
203.2,-15.852,18.029,-1.858,0.747,-0.0,3.8,-0.305,3,1.043,0.039,91.6
203.5,-15.925,17.813,-1.846,0.765,-0.0,0.8,-0.305,3,1.034,0.039,90.5
203.8,-15.998,17.593,-1.834,0.776,-0.0,0.0,-0.305,3,1.024,0.039,89.8
204.1,-16.068,17.370,-1.823,0.778,-0.0,0.0,-0.305,3,1.015,0.037,89.4
204.4,-16.136,17.148,-1.813,0.772,-0.0,0.0,-0.305,3,1.007,0.034,89.2
204.7,-16.201,16.928,-1.803,0.755,-0.0,2.5,-0.305,3,1.000,0.030,89.3
205.0,-16.263,16.713,-1.794,0.736,-0.0,5.6,-0.305,3,0.993,0.028,89.1
205.3,-16.321,16.503,-1.786,0.718,-0.0,8.5,-0.305,3,0.986,0.027,88.8
205.6,-16.375,16.297,-1.778,0.702,-0.0,11.3,-0.305,3,0.980,0.026,88.4
205.9,-16.427,16.095,-1.770,0.692,-0.0,12.9,-0.305,3,0.974,0.027,87.6
206.2,-16.476,15.894,-1.762,0.684,-0.0,14.2,-0.305,3,0.967,0.027,86.9
206.5,-16.524,15.693,-1.753,0.694,-0.0,12.6,-0.305,3,0.959,0.032,85.1
206.8,-16.571,15.487,-1.743,0.711,-0.0,9.7,-0.305,3,0.950,0.035,83.5
207.1,-16.616,15.274,-1.732,0.732,-0.0,6.3,-0.305,3,0.941,0.038,81.9
207.4,-16.661,15.055,-1.720,0.755,-0.0,2.4,-0.305,3,0.930,0.040,80.4
207.7,-16.704,14.829,-1.708,0.774,-0.0,0.0,-0.305,3,0.920,0.040,79.3
208.0,-16.746,14.599,-1.696,0.783,-0.0,0.0,-0.305,3,0.909,0.039,78.7
208.3,-16.786,14.367,-1.685,0.781,-0.0,0.0,-0.305,3,0.899,0.036,78.4
208.6,-16.823,14.138,-1.675,0.768,-0.0,0.3,-0.305,3,0.890,0.032,78.3
208.9,-16.857,13.913,-1.666,0.749,-0.0,3.5,-0.305,3,0.882,0.029,78.3
209.2,-16.888,13.693,-1.658,0.731,-0.0,6.5,-0.305,3,0.875,0.028,77.9
209.5,-16.916,13.479,-1.649,0.713,-0.0,9.4,-0.305,3,0.867,0.027,77.4
209.8,-16.942,13.269,-1.642,0.697,-0.0,12.0,-0.305,3,0.860,0.026,76.9
210.1,-16.966,13.062,-1.633,0.691,-0.0,13.0,-0.305,3,0.853,0.028,75.8
210.4,-16.987,12.857,-1.625,0.686,-0.0,13.9,-0.305,3,0.845,0.028,74.9
210.7,-17.007,12.650,-1.616,0.698,-0.0,11.8,-0.305,3,0.836,0.033,73.0
211.0,-17.025,12.437,-1.605,0.718,-0.0,8.7,-0.305,3,0.826,0.036,71.3
211.3,-17.041,12.219,-1.594,0.739,-0.0,5.1,-0.305,3,0.816,0.038,69.7
211.6,-17.056,11.993,-1.582,0.762,-0.0,1.3,-0.305,3,0.804,0.040,68.2
211.9,-17.068,11.762,-1.570,0.777,-0.0,0.0,-0.305,3,0.793,0.040,67.1
212.2,-17.078,11.527,-1.558,0.783,-0.0,0.0,-0.305,3,0.781,0.038,66.5
212.5,-17.085,11.293,-1.548,0.778,-0.0,0.0,-0.305,3,0.771,0.035,66.2
212.8,-17.090,11.062,-1.538,0.762,-0.0,1.3,-0.305,3,0.761,0.031,66.1
213.1,-17.093,10.837,-1.529,0.743,-0.0,4.4,-0.305,3,0.752,0.029,65.8
213.4,-17.094,10.617,-1.521,0.725,-0.0,7.4,-0.305,3,0.744,0.028,65.3
213.7,-17.093,10.402,-1.513,0.708,-0.0,10.3,-0.305,3,0.736,0.026,64.8
214.0,-17.090,10.191,-1.505,0.695,-0.0,12.4,-0.305,3,0.728,0.027,64.0
214.3,-17.085,9.983,-1.496,0.692,-0.0,12.9,-0.305,3,0.719,0.029,62.7
214.6,-17.078,9.775,-1.487,0.698,-0.0,11.9,-0.305,3,0.710,0.031,61.1
214.9,-17.069,9.563,-1.477,0.712,-0.0,9.6,-0.305,3,0.700,0.034,59.4
215.2,-17.057,9.346,-1.466,0.732,-0.0,6.3,-0.305,3,0.688,0.037,57.7
215.5,-17.043,9.123,-1.455,0.752,-0.0,3.0,-0.305,3,0.676,0.039,56.1
215.8,-17.026,8.895,-1.443,0.768,-0.0,0.3,-0.305,3,0.664,0.039,54.9
216.1,-17.006,8.663,-1.431,0.778,-0.0,0.0,-0.305,3,0.652,0.038,53.9
216.4,-16.983,8.430,-1.420,0.779,-0.0,0.0,-0.305,3,0.640,0.036,53.3
216.7,-16.959,8.199,-1.410,0.767,-0.0,0.4,-0.305,3,0.629,0.033,53.1
217.0,-16.933,7.974,-1.401,0.749,-0.0,3.5,-0.305,3,0.619,0.030,52.8
217.3,-16.905,7.754,-1.392,0.731,-0.0,6.5,-0.305,3,0.610,0.028,52.3
217.6,-16.877,7.539,-1.384,0.713,-0.0,9.4,-0.305,3,0.601,0.027,51.7
217.9,-16.847,7.330,-1.376,0.698,-0.0,11.9,-0.305,3,0.592,0.026,51.0
218.2,-16.815,7.124,-1.368,0.692,-0.0,12.9,-0.305,3,0.583,0.028,49.7
218.5,-16.782,6.918,-1.359,0.695,-0.0,12.3,-0.305,3,0.573,0.031,48.1
218.8,-16.746,6.710,-1.349,0.707,-0.0,10.4,-0.305,3,0.562,0.034,46.4
219.1,-16.707,6.498,-1.339,0.726,-0.0,7.3,-0.305,3,0.551,0.036,44.6
219.4,-16.665,6.281,-1.327,0.746,-0.0,4.0,-0.305,3,0.538,0.038,42.9
219.7,-16.619,6.058,-1.316,0.764,-0.0,1.1,-0.305,3,0.525,0.039,41.4
220.0,-16.570,5.832,-1.304,0.775,-0.0,0.0,-0.305,3,0.512,0.039,40.3
220.3,-16.518,5.605,-1.293,0.777,-0.0,0.0,-0.305,3,0.499,0.036,39.6
220.6,-16.465,5.379,-1.283,0.769,-0.0,0.2,-0.305,3,0.487,0.033,39.1
220.9,-16.410,5.158,-1.273,0.752,-0.0,2.9,-0.305,3,0.476,0.030,38.8
221.2,-16.354,4.942,-1.265,0.734,-0.0,6.0,-0.305,3,0.466,0.028,38.3
221.5,-16.298,4.732,-1.256,0.716,-0.0,8.9,-0.305,3,0.456,0.027,37.6
221.8,-16.242,4.528,-1.248,0.700,-0.0,11.6,-0.305,3,0.446,0.026,36.9
222.1,-16.184,4.327,-1.240,0.692,-0.0,12.9,-0.305,3,0.436,0.027,35.6
222.4,-16.125,4.128,-1.232,0.691,-0.0,13.0,-0.305,3,0.426,0.030,34.1
222.7,-16.063,3.928,-1.222,0.702,-0.0,11.3,-0.305,3,0.414,0.033,32.3
223.0,-15.998,3.724,-1.212,0.719,-0.0,8.4,-0.305,3,0.402,0.036,30.4
223.3,-15.930,3.516,-1.201,0.737,-0.0,5.5,-0.305,3,0.389,0.037,28.8
223.6,-15.857,3.303,-1.189,0.757,-0.0,2.2,-0.305,3,0.375,0.039,27.0
223.9,-15.780,3.087,-1.178,0.771,-0.0,0.0,-0.305,3,0.361,0.039,25.7
224.2,-15.701,2.868,-1.166,0.776,-0.0,0.0,-0.305,3,0.347,0.037,24.7
224.5,-15.619,2.651,-1.156,0.772,-0.0,0.0,-0.305,3,0.334,0.034,24.1
224.8,-15.536,2.437,-1.146,0.758,-0.0,2.0,-0.305,3,0.321,0.031,23.7
225.1,-15.453,2.228,-1.137,0.739,-0.0,5.1,-0.305,3,0.310,0.029,23.2
225.4,-15.370,2.026,-1.129,0.721,-0.0,8.1,-0.305,3,0.299,0.027,22.4
225.7,-15.287,1.829,-1.121,0.704,-0.0,10.9,-0.305,3,0.288,0.026,21.6
226.0,-15.204,1.637,-1.113,0.694,-0.0,12.6,-0.305,3,0.277,0.027,20.4
226.3,-15.120,1.446,-1.104,0.693,-0.0,12.8,-0.305,3,0.266,0.029,18.8
226.6,-15.033,1.256,-1.095,0.700,-0.0,11.5,-0.305,3,0.254,0.032,17.0
226.9,-14.944,1.064,-1.085,0.709,-0.0,10.2,-0.305,3,0.241,0.033,15.5
227.2,-14.851,0.868,-1.074,0.729,-0.0,6.8,-0.305,3,0.227,0.037,13.2
227.5,-14.753,0.669,-1.063,0.749,-0.0,3.5,-0.305,3,0.213,0.039,11.4
227.8,-14.650,0.465,-1.051,0.764,-0.0,0.9,-0.305,3,0.198,0.039,9.9
228.1,-14.544,0.260,-1.040,0.775,-0.0,0.0,-0.305,3,0.182,0.039,8.5
228.4,-14.434,0.052,-1.028,0.785,-0.0,0.0,-0.305,3,0.167,0.039,7.0
